C,DBE 1,DBE,H,KMD,N,O,S,class,intensity 1,intensity,isotope kind,m/z,ppm,s/n,theo
19,14,14,12,0.438605094,1,11,,N1O11,9653462,9653462,,430.04153,0.123662227,15.2,430.0415832
20,13,13,16,0.402260322,1,10,,N1O10,18112823,18112823,,430.07795,0.043201236,30.2,430.0779686
21,12,12,20,0.36591555,1,9,,N1O9,11553177,11553177,,430.11442,-0.153494296,18.5,430.114354
22,11,11,24,0.329570778,1,8,,N1O8,5526010,5526010,,430.15076,-0.047936916,7.8,430.1507394
18,15,15,7,0.492033026,,13,,O13,8455873,8455873,,430.98915,0.147056813,13,430.9892134
19,14,14,11,0.455688254,,12,,O12,66401571,66401571,,431.02554,0.136372179,116,431.0255988
16,9,9,15,0.452321018,,12,1,O12S1,5197995,5197995,,431.0286,0.857900341,7.2,431.0289698
23,18,18,11,0.44044909,,9,,O9,5441740,5441740,,431.04096,-0.24364303,7.7,431.040855
20,13,13,15,0.437081854,,9,1,O9S1,7075155,7075155,,431.04374,1.127447883,10.6,431.044226
16,9,9,15,0.434582647,,14,,O14,23647580,23647580,,431.04665,0.180908229,40,431.046728
20,13,13,15,0.419343483,,11,,O11,125789572,125789572,,431.06192,0.148887868,221.5,431.0619842
19,13,13,15,0.408122626,2,10,,N2O10,7203234,7203234,,431.07306,0.365552518,10.8,431.0732176
21,12,12,19,0.400737082,,8,1,O8S1,5123125,5123125,,431.08001,1.395052072,7.1,431.0806114
17,8,8,19,0.398237876,,13,,O13,34222525,34222525,,431.08299,0.286209077,58.8,431.0831134
21,12,12,19,0.382998711,,10,,O10,134829542,134829542,,431.09832,0.115008322,237.6,431.0983696
20,12,12,19,0.371777854,2,9,,N2O9,6763780,6763780,,431.10948,0.285263652,10,431.109603
25,16,16,19,0.367759546,,7,,O7,4948622,4948622,,431.11325,0.871649323,6.8,431.1136258
18,7,7,23,0.361893104,,12,,O12,31552031,31552031,,431.11943,0.159537901,54.1,431.1194988
22,11,11,23,0.346653939,,9,,O9,170939976,170939976,,431.13468,0.17391291,301.8,431.134755
19,6,6,27,0.325548332,,11,,O11,18887297,18887297,,431.15576,0.288016248,31.6,431.1558842
23,10,10,27,0.310309167,,8,,O8,145086122,145086122,,431.17103,0.256000204,255.8,431.1711404
24,9,9,31,0.273964396,,7,,O7,59143948,59143948,,431.20739,0.314882955,103.1,431.2075258
25,8,8,35,0.237619624,,6,,O6,6854254,6854254,,431.24396,-0.113207628,10.2,431.2439112
18,14,14,10,0.461550558,1,12,,N1O12,5151902,5151902,,432.02072,0.295772532,7,432.0208478
19,13,13,14,0.425205786,1,11,,N1O11,17122304,17122304,,432.05728,-0.108365504,27.7,432.0572332
20,12,12,18,0.388861015,1,10,,N1O10,15412835,15412835,,432.09365,-0.072715955,24.8,432.0936186
21,11,11,22,0.352516243,1,9,,N1O9,10020293,10020293,,432.13005,-0.106495961,15.4,432.130004
22,10,10,26,0.316171471,1,8,,N1O8,5925287,5925287,,432.16636,0.067982843,8.3,432.1663894
18,14,14,9,0.478633719,,13,,O13,22382601,22382601,,433.00481,0.12327783,36.9,433.0048634
22,18,18,9,0.463394554,,10,,O10,4877618,4877618,,433.02003,0.206872374,6.5,433.0201196
19,13,13,13,0.442288947,,12,,O12,124873324,124873324,,433.04125,-0.002817515,214.6,433.0412488
18,13,13,13,0.43106809,2,11,,N2O11,5415690,5415690,,433.05241,0.166677026,7.4,433.0524822
23,17,17,13,0.427049782,,9,,O9,7768213,7768213,,433.05655,-0.103958951,11.5,433.056505
20,12,12,17,0.423682546,,9,1,O9S1,5438364,5438364,,433.05916,1.653304635,7.5,433.059876
16,8,8,17,0.42118334,,14,,O14,7792037,7792037,,433.06244,-0.143212856,11.6,433.062378
20,12,12,17,0.405944175,,11,,O11,156900046,156900046,,433.07758,0.125104359,270.2,433.0776342
19,12,12,17,0.394723319,2,10,,N2O10,7491565,7491565,,433.0889,-0.074857847,11,433.0888676
24,16,16,17,0.390705011,,8,,O8,7757432,7757432,,433.09275,0.324133467,11.5,433.0928904
21,11,11,21,0.387337775,,8,1,O8S1,6658304,6658304,,433.09569,1.31929077,9.6,433.0962614
17,7,7,21,0.384838568,,13,,O13,9292040,9292040,,433.09874,0.053982837,14.2,433.0987634
21,11,11,21,0.369599404,,10,,O10,191380273,191380273,,433.11396,0.137561698,330,433.1140196
20,11,11,21,0.358378547,2,9,,N2O9,8464720,8464720,,433.12517,0.191584073,12.7,433.125253
25,15,15,21,0.354360239,,7,,O7,5307354,5307354,,433.1291,0.405837033,7.2,433.1292758
18,6,6,25,0.348493797,,12,,O12,6952811,6952811,,433.13523,-0.187516761,10.1,433.1351488
22,10,10,25,0.333254632,,9,,O9,264674196,264674196,,433.15032,0.196190282,457.1,433.150405
23,9,9,29,0.29690986,,8,,O8,159341559,159341559,,433.18673,0.139385368,274.4,433.1867904
24,8,8,33,0.260565088,,7,,O7,38271066,38271066,,433.2231,0.174921159,64.4,433.2231758
18,13,13,12,0.448151251,1,12,,N1O12,10476035,10476035,,434.03642,0.179201289,16.2,434.0364978
22,17,17,12,0.432912086,1,9,,N1O9,4942124,4942124,,434.05127,1.115028094,6.6,434.051754
19,12,12,16,0.411806479,1,11,,N1O11,20187494,20187494,,434.07278,0.237701787,33.1,434.0728832
20,11,11,20,0.375461708,1,10,,N1O10,17242570,17242570,,434.10924,0.065835729,27.9,434.1092686
21,10,10,24,0.339116936,1,9,,N1O9,10923309,10923309,,434.14561,0.101302177,17,434.145654
22,9,9,28,0.302772164,1,8,,N1O8,4614673,4614673,,434.18225,-0.485096298,6,434.1820394
18,13,13,11,0.465234412,,13,,O13,54677384,54677384,,435.02061,-0.222104699,92.9,435.0205134
22,17,17,11,0.449995247,,10,,O10,12607921,12607921,,435.03579,-0.046938899,19.9,435.0357696
19,12,12,15,0.446628011,,10,1,O10S1,5588922,5588922,,435.03889,0.57599392,7.7,435.0391406
19,12,12,15,0.42888964,,12,,O12,158834667,158834667,,435.0569,-0.002804461,273.5,435.0568988
18,12,12,15,0.417668783,2,11,,N2O11,6774283,6774283,,435.06833,-0.454687635,9.8,435.0681322
23,16,16,15,0.413650475,,9,,O9,12307222,12307222,,435.07221,-0.126462012,19.4,435.072155
20,11,11,19,0.410283239,,9,1,O9S1,5548830,5548830,,435.0754,0.289558692,7.7,435.075526
20,11,11,19,0.392544868,,11,,O11,185372751,185372751,,435.09328,0.009606905,319.6,435.0932842
19,11,11,19,0.381324011,2,10,,N2O10,6543981,6543981,,435.10436,0.362165626,9.4,435.1045176
24,15,15,19,0.377305703,,8,,O8,11083385,11083385,,435.10857,-0.068075198,17.3,435.1085404
21,10,10,23,0.356200096,,10,,O10,292458675,292458675,,435.12967,-0.000965459,505.3,435.1296696
20,10,10,23,0.34497924,2,9,,N2O9,4892498,4892498,,435.1409,0.006848127,6.5,435.140903
25,14,14,23,0.340960932,,7,,O7,8433117,8433117,,435.14488,0.105206099,12.7,435.1449258
22,9,9,27,0.319855325,,9,,O9,296169751,296169751,,435.16604,0.034423411,511.8,435.166055
26,13,13,27,0.30461616,,6,,O6,5159105,5159105,,435.18129,0.04866914,7,435.1813112
23,8,8,31,0.283510553,,8,,O8,98705787,98705787,,435.20243,0.023850739,169.2,435.2024404
24,7,7,35,0.247165781,,7,,O7,13779423,13779423,,435.2388,0.059231618,21.9,435.2388258
18,12,12,14,0.434751944,1,12,,N1O12,13809818,13809818,,436.05207,0.178372932,22,436.0521478
19,11,11,18,0.398407172,1,11,,N1O11,16839422,16839422,,436.08851,0.053154115,27.2,436.0885332
20,10,10,22,0.3620624,1,10,,N1O10,14298978,14298978,,436.12488,0.088460664,22.8,436.1249186
21,9,9,26,0.325717629,1,9,,N1O9,9273030,9273030,,436.1613,0.009124835,14.1,436.161304
17,13,13,9,0.488179876,,14,,O14,10061262,10061262,,436.99985,-0.164805805,15.5,436.999778
21,17,17,9,0.472940711,,11,,O11,10742008,10742008,,437.01509,-0.127730388,16.7,437.0150342
18,12,12,13,0.469573475,,11,1,O11S1,5560833,5560833,,437.01838,0.057617482,7.7,437.0184052
18,12,12,13,0.451835104,,13,,O13,94020914,94020914,,437.03622,-0.129554725,161.1,437.0361634
22,16,16,13,0.43659594,,10,,O10,20647772,20647772,,437.05146,-0.092483626,33.8,437.0514196
19,11,11,17,0.433228704,,10,1,O10S1,6470502,6470502,,437.05485,-0.135955723,9.2,437.0547906
19,11,11,17,0.415490333,,12,,O12,160519575,160519575,,437.07261,-0.140068509,276.5,437.0725488
18,11,11,17,0.404269476,2,11,,N2O11,6313526,6313526,,437.08389,-0.246680624,9,437.0837822
23,15,15,17,0.400251168,,9,,O9,19041217,19041217,,437.08783,-0.057242732,31.1,437.087805
20,10,10,21,0.396883932,,9,1,O9S1,6539210,6539210,,437.09125,-0.169347047,9.4,437.091176
20,10,10,21,0.379145561,,11,,O11,231081467,231081467,,437.10901,-0.173458134,398.8,437.1089342
19,10,10,21,0.367924704,2,10,,N2O10,8110362,8110362,,437.1202,-0.074167477,12.1,437.1201676
24,14,14,21,0.363906396,,8,,O8,17301029,17301029,,437.12422,-0.067761292,28,437.1241904
21,9,9,25,0.36053916,,8,1,O8S1,4660270,4660270,,437.12735,0.483565711,6.1,437.1275614
21,9,9,25,0.342800789,,10,,O10,334775904,334775904,,437.14539,-0.161090825,578.7,437.1453196
25,13,13,25,0.327561624,,7,,O7,15612554,15612554,,437.16065,-0.169777661,25.1,437.1605758
22,8,8,29,0.306456017,,9,,O9,191522500,191522500,,437.18174,-0.080104221,330.2,437.181705
26,12,12,29,0.291216853,,6,,O6,8842479,8842479,,437.19709,-0.294650035,13.4,437.1969612
23,7,7,33,0.270111246,,8,,O8,34223912,34223912,,437.21808,0.023740783,57.4,437.2180904
18,11,11,16,0.421352637,1,12,,N1O12,13086806,13086806,,438.06773,0.15472468,20.7,438.0677978
22,15,15,16,0.406113472,1,9,,N1O9,7413888,7413888,,438.08296,0.214525303,10.9,438.083054
19,10,10,20,0.385007865,1,11,,N1O11,14015163,14015163,,438.10418,0.007258319,22.3,438.1041832
20,9,9,24,0.348663093,1,10,,N1O10,8482591,8482591,,438.1406,-0.071712373,12.7,438.1405686
21,8,8,28,0.312318321,1,9,,N1O9,4864389,4864389,,438.17696,-0.01373897,6.5,438.176954
20,17,17,7,0.495886176,,12,,O12,5725150,5725150,,438.99432,-0.048337986,7.8,438.9942988
17,12,12,11,0.474780569,,14,,O14,23143065,23143065,,439.01564,-0.482944531,37.2,439.015428
21,16,16,11,0.459541404,,11,,O11,32770755,32770755,,439.03085,-0.377695924,53.5,439.0306842
18,11,11,15,0.456174168,,11,1,O11S1,6425548,6425548,,439.03426,-0.466524402,8.9,439.0340552
18,11,11,15,0.438435797,,13,,O13,112683773,112683773,,439.05195,-0.311170791,188.8,439.0518134
22,15,15,15,0.423196632,,10,,O10,37207848,37207848,,439.06724,-0.388141384,61,439.0670696
19,10,10,19,0.419829397,,10,1,O10S1,6858161,6858161,,439.07048,-0.08978081,9.7,439.0704406
19,10,10,19,0.402091025,,12,,O12,174111587,174111587,,439.08833,-0.298846793,292.8,439.0881988
23,14,14,19,0.386851861,,9,,O9,34894733,34894733,,439.10363,-0.398585112,57.1,439.103455
20,9,9,23,0.383484625,,9,1,O9S1,7437205,7437205,,439.10668,0.332447349,10.6,439.106826
20,9,9,23,0.365746254,,11,,O11,275463111,275463111,,439.12472,-0.309297418,464.4,439.1245842
24,13,13,23,0.350507089,,8,,O8,30795762,30795762,,439.14003,-0.4317989,50.2,439.1398404
21,8,8,27,0.329401482,,10,,O10,236633132,236633132,,439.16109,-0.274204923,398.6,439.1609696
25,12,12,27,0.314162317,,7,,O7,23169111,23169111,,439.17641,-0.419467378,37.3,439.1762258
22,7,7,31,0.29305671,,9,,O9,65113233,65113233,,439.19744,-0.193580628,108.3,439.197355
26,11,11,31,0.277817545,,6,,O6,11822779,11822779,,439.2128,-0.429905916,18.1,439.2126112
23,6,6,35,0.256711939,,8,,O8,7117301,7117301,,439.23364,0.228534128,10.1,439.2337404
20,16,16,10,0.465403708,1,11,,N1O11,5331597,5331597,,440.02593,0.00722662,7.1,440.0259332
21,15,15,14,0.429058936,1,10,,N1O10,9544689,9544689,,440.06198,0.769390802,14.2,440.0623186
18,10,10,18,0.407953329,1,12,,N1O12,9625901,9625901,,440.08322,0.517583429,14.4,440.0834478
22,14,14,18,0.392714165,1,9,,N1O9,7144279,7144279,,440.09846,0.554375411,10.1,440.098704
19,9,9,22,0.371608558,1,11,,N1O11,11235474,11235474,,440.11968,0.348041348,17.1,440.1198332
23,13,13,22,0.356369393,1,8,,N1O8,4704444,4704444,,440.1348,0.657479731,6,440.1350894
20,8,8,26,0.335263786,1,10,,N1O10,4993656,4993656,,440.15643,-0.48032969,6.5,440.1562186
20,16,16,9,0.482486869,,12,,O12,21822525,21822525,,441.01009,-0.32021976,35,441.0099488
17,11,11,13,0.461381262,,14,,O14,40132728,40132728,,441.03123,-0.344692489,66,441.031078
21,15,15,13,0.446142097,,11,,O11,62345378,62345378,,441.04648,-0.330623086,103.6,441.0463342
18,10,10,17,0.442774861,,11,1,O11S1,6303787,6303787,,441.04972,-0.033601882,8.7,441.0497052
20,15,15,13,0.43492124,2,10,,N2O10,5287361,5287361,,441.05778,-0.481615362,7,441.0575676
22,14,14,17,0.427535696,,8,1,O8S1,6573782,6573782,,441.06528,-0.722388147,9.2,441.0649614
18,10,10,17,0.42503649,,13,,O13,106250461,106250461,,441.06759,-0.287076492,177.9,441.0674634
22,14,14,17,0.409797325,,10,,O10,59117831,59117831,,441.08283,-0.250338758,98.1,441.0827196
23,13,13,21,0.391190925,,7,1,O7S1,5797176,5797176,,441.10048,1.965035714,7.9,441.1013468
19,9,9,21,0.388691718,,12,,O12,159461698,159461698,,441.10396,-0.252140398,268,441.1038488
23,13,13,21,0.373452553,,9,,O9,58407277,58407277,,441.11922,-0.260746131,96.9,441.119105
20,8,8,25,0.370085318,,9,1,O9S1,6240117,6240117,,441.12235,0.285589393,8.6,441.122476
20,8,8,25,0.352346947,,11,,O11,192532903,192532903,,441.14036,-0.285215653,324,441.1402342
24,12,12,25,0.337107782,,8,,O8,61659602,61659602,,441.1556,-0.248484043,102.4,441.1554904
21,7,7,29,0.316002175,,10,,O10,87243276,87243276,,441.1768,-0.408952089,145.7,441.1766196
25,11,11,29,0.30076301,,7,,O7,37341751,37341751,,441.19206,-0.41755098,61.3,441.1918758
22,6,6,33,0.279657403,,9,,O9,16516210,16516210,,441.21313,-0.283355428,26,441.213005
26,10,10,33,0.264418238,,6,,O6,11548316,11548316,,441.22839,-0.291957953,17.6,441.2282612
20,15,15,12,0.452004401,1,11,,N1O11,7939186,7939186,,442.04141,0.391772871,11.5,442.0415832
21,14,14,16,0.415659629,1,10,,N1O10,12975575,12975575,,442.07776,0.471816998,20,442.0779686
18,9,9,20,0.394554022,1,12,,N1O12,7297938,7297938,,442.09886,0.537842989,10.4,442.0990978
22,13,13,20,0.379314857,1,9,,N1O9,8319293,8319293,,442.11433,0.054239135,12.1,442.114354
19,8,8,24,0.35820925,1,11,,N1O11,4870682,4870682,,442.13626,-1.756972986,6.3,442.1354832
19,16,16,7,0.505432333,,13,,O13,6974912,6974912,,442.98932,-0.240683287,9.8,442.9892134
20,15,15,11,0.469087562,,12,,O12,53952037,53952037,,443.02567,-0.160758431,89.4,443.0255988
21,14,14,15,0.450481161,,9,1,O9S1,7460313,7460313,,443.04418,0.103781739,10.7,443.044226
17,10,10,15,0.447981955,,14,,O14,39347808,39347808,,443.04689,-0.365695286,64.6,443.046728
21,14,14,15,0.43274279,,11,,O11,94652043,94652043,,443.06209,-0.23883814,158.3,443.0619842
18,9,9,19,0.429375554,,11,1,O11S1,6624913,6624913,,443.06452,1.885003849,9.3,443.0653552
20,14,14,15,0.421521933,2,10,,N2O10,5882666,5882666,,443.07339,-0.389145841,8,443.0732176
18,9,9,19,0.411637183,,13,,O13,76865222,76865222,,443.08326,-0.330908797,128.2,443.0831134
22,13,13,19,0.396398018,,10,,O10,89865968,89865968,,443.0985,-0.294336673,150.2,443.0983696
19,8,8,23,0.393030782,,10,1,O10S1,6058360,6058360,,443.10138,0.813763222,8.3,443.1017406
19,8,8,23,0.375292411,,12,,O12,96315179,96315179,,443.11964,-0.318695296,161.1,443.1194988
23,12,12,23,0.360053246,,9,,O9,102537045,102537045,,443.13487,-0.259560097,171.6,443.134755
20,7,7,27,0.338947639,,11,,O11,65947536,65947536,,443.156,-0.261352955,109.7,443.1558842
24,11,11,27,0.323708475,,8,,O8,92772283,92772283,,443.17124,-0.224789231,155.1,443.1711404
21,6,6,31,0.302602868,,10,,O10,21586933,21586933,,443.19236,-0.20402003,34.6,443.1922696
25,10,10,31,0.287363703,,7,,O7,44313632,44313632,,443.20759,-0.144898487,73.1,443.2075258
26,9,9,35,0.251018931,,6,,O6,8719749,8719749,,443.24407,-0.3583131,12.8,443.2439112
19,15,15,10,0.474949865,1,12,,N1O12,6496885,6496885,,444.02034,1.143594727,9,444.0208478
20,14,14,14,0.438605094,1,11,,N1O11,15611739,15611739,,444.05713,0.232357211,24.5,444.0572332
21,13,13,18,0.402260322,1,10,,N1O10,11398593,11398593,,444.0936,0.0418378,17.3,444.0936186
22,12,12,22,0.36591555,1,9,,N1O9,8965670,8965670,,444.13005,-0.103618534,13.2,444.130004
19,15,15,9,0.492033026,,13,,O13,21031847,21031847,,445.00497,-0.239593112,33.6,445.0048634
16,10,10,13,0.470927419,,15,,O15,7554785,7554785,,445.02589,0.230503165,10.8,445.0259926
20,14,14,13,0.455688254,,12,,O12,101608460,101608460,,445.04126,-0.025211371,170,445.0412488
17,9,9,17,0.434582647,,14,,O14,29082695,29082695,,445.06239,-0.027007675,47.3,445.062378
21,13,13,17,0.419343483,,11,,O11,121736305,121736305,,445.07762,0.031859386,204.1,445.0776342
20,13,13,17,0.408122626,2,10,,N2O10,6643088,6643088,,445.08902,-0.342448691,9.3,445.0888676
18,8,8,21,0.398237876,,13,,O13,29768876,29768876,,445.09873,0.074994367,48.4,445.0987634
22,12,12,21,0.382998711,,10,,O10,124480726,124480726,,445.11401,0.021522351,208.7,445.1140196
21,12,12,21,0.371777854,2,9,,N2O9,8666613,8666613,,445.12511,0.321212735,12.7,445.125253
19,7,7,25,0.361893104,,12,,O12,30755089,30755089,,445.13514,0.019724122,50.1,445.1351488
23,11,11,25,0.346653939,,9,,O9,155131195,155131195,,445.15043,-0.056205947,260.6,445.150405
20,6,6,29,0.325548332,,11,,O11,13518710,13518710,,445.17165,-0.2601696,20.9,445.1715342
24,10,10,29,0.310309167,,8,,O8,112729504,112729504,,445.18688,-0.201308983,188.9,445.1867904
25,9,9,33,0.273964396,,7,,O7,30227973,30227973,,445.22328,-0.234085074,49.2,445.2231758
19,14,14,12,0.461550558,1,12,,N1O12,11618008,11618008,,446.03655,-0.117075845,17.3,446.0364978
20,13,13,16,0.425205786,1,11,,N1O11,19316029,19316029,,446.073,-0.261885679,30,446.0728832
21,12,12,20,0.388861015,1,10,,N1O10,13547938,13547938,,446.10938,-0.249759662,20.5,446.1092686
22,11,11,24,0.352516243,1,9,,N1O9,8490759,8490759,,446.14564,0.031334834,12.1,446.145654
23,10,10,28,0.316171471,1,8,,N1O8,6557419,6557419,,446.18203,0.021022585,8.9,446.1820394
19,14,14,11,0.478633719,,13,,O13,57043328,57043328,,447.02041,0.231264331,92.3,447.0205134
23,18,18,11,0.463394554,,10,,O10,5862954,5862954,,447.03578,-0.02330932,7.8,447.0357696
20,13,13,15,0.460027318,,10,1,O10S1,6269363,6269363,,447.03878,0.806595815,8.4,447.0391406
16,9,9,15,0.457528112,,15,,O15,4948795,4948795,,447.04176,-0.262660318,6.2,447.0416426
20,13,13,15,0.442288947,,12,,O12,145215972,145215972,,447.05681,0.198587473,237.9,447.0568988
19,13,13,15,0.43106809,2,11,,N2O11,5394820,5394820,,447.06813,0.004875991,7,447.0681322
24,17,17,15,0.427049782,,9,,O9,6320399,6320399,,447.07225,-0.212538623,8.5,447.072155
17,8,8,19,0.42118334,,14,,O14,10475551,10475551,,447.07795,0.174421231,15.4,447.078028
21,12,12,19,0.405944175,,11,,O11,142033481,142033481,,447.09321,0.165915934,232.7,447.0932842
20,12,12,19,0.394723319,2,10,,N2O10,7274345,7274345,,447.10468,-0.363270988,10.1,447.1045176
25,16,16,19,0.390705011,,8,,O8,7778420,7778420,,447.10842,0.269240887,10.9,447.1085404
18,7,7,23,0.384838568,,13,,O13,8328580,8328580,,447.11425,0.365409602,11.8,447.1144134
22,11,11,23,0.369599404,,10,,O10,196686510,196686510,,447.12959,0.177979466,322.9,447.1296696
21,11,11,23,0.358378547,2,9,,N2O9,6550734,6550734,,447.1411,-0.440621958,8.9,447.140903
19,6,6,27,0.348493797,,12,,O12,6935273,6935273,,447.15096,-0.360549731,9.5,447.1507988
23,10,10,27,0.333254632,,9,,O9,210858771,210858771,,447.166,0.122951864,346.3,447.166055
24,9,9,31,0.29690986,,8,,O8,107512696,107512696,,447.20242,0.045571978,175.6,447.2024404
25,8,8,35,0.260565088,,7,,O7,17610717,17610717,,447.2388,0.057642357,27.2,447.2388258
19,13,13,14,0.448151251,1,12,,N1O12,16332455,16332455,,448.05239,-0.540606939,25,448.0521478
20,12,12,18,0.411806479,1,11,,N1O11,19023627,19023627,,448.0887,-0.372292723,29.5,448.0885332
21,11,11,22,0.375461708,1,10,,N1O10,15047023,15047023,,448.12492,-0.003168982,22.9,448.1249186
22,10,10,26,0.339116936,1,9,,N1O9,7328724,7328724,,448.16118,0.276641242,10.2,448.161304
18,14,14,9,0.501579183,,14,,O14,12179164,12179164,,448.9995,0.619109215,18.2,448.999778
22,18,18,9,0.486340019,,11,,O11,6111239,6111239,,449.01502,0.031580012,8.2,449.0150342
19,13,13,13,0.465234412,,13,,O13,103880512,103880512,,449.03597,0.430655514,169.6,449.0361634
23,17,17,13,0.449995247,,10,,O10,10578027,10578027,,449.05127,0.333101942,15.5,449.0514196
20,12,12,17,0.446628011,,10,1,O10S1,6356467,6356467,,449.05425,1.203817243,8.6,449.0547906
20,12,12,17,0.42888964,,12,,O12,153155493,153155493,,449.07237,0.398109171,251,449.0725488
19,12,12,17,0.417668783,2,11,,N2O11,6818498,6818498,,449.0832,1.296372577,9.3,449.0837822
24,16,16,17,0.413650475,,9,,O9,11108303,11108303,,449.08783,-0.055713158,16.4,449.087805
21,11,11,21,0.410283239,,9,1,O9S1,5677527,5677527,,449.0907,1.059873641,7.4,449.091176
21,11,11,21,0.392544868,,11,,O11,178100233,178100233,,449.10877,0.365568101,292.2,449.1089342
20,11,11,21,0.381324011,2,10,,N2O10,7180328,7180328,,449.11998,0.417660826,9.9,449.1201676
25,15,15,21,0.377305703,,8,,O8,10589491,10589491,,449.124,0.42389144,15.6,449.1241904
22,10,10,25,0.356200096,,10,,O10,276506734,276506734,,449.14517,0.333032303,454.7,449.1453196
26,14,14,25,0.340960932,,7,,O7,7523607,7523607,,449.16039,0.413615776,10.5,449.1605758
23,9,9,29,0.319855325,,9,,O9,206407889,206407889,,449.18157,0.300501776,339,449.181705
24,8,8,33,0.283510553,,8,,O8,61890870,61890870,,449.218,0.201193812,100.3,449.2180904
25,7,7,37,0.247165781,,7,,O7,8741273,8741273,,449.25421,0.591602119,12.5,449.2544758
22,17,17,12,0.455857551,1,10,,N1O10,4887324,4887324,,450.04668,-0.025375368,6.1,450.0466686
19,12,12,16,0.434751944,1,12,,N1O12,17590359,17590359,,450.06802,-0.493748056,27.1,450.0677978
20,11,11,20,0.398407172,1,11,,N1O11,17291963,17291963,,450.10445,-0.592796312,26.6,450.1041832
21,10,10,24,0.3620624,1,10,,N1O10,11961631,11961631,,450.14089,-0.71404384,17.8,450.1405686
22,9,9,28,0.325717629,1,9,,N1O9,6620802,6620802,,450.17719,-0.524282947,9,450.176954
18,13,13,11,0.488179876,,14,,O14,31361146,31361146,,451.01534,0.195070711,49.8,451.015428
22,17,17,11,0.472940711,,11,,O11,18226340,18226340,,451.03054,0.319667608,28.2,451.0306842
23,16,16,15,0.454334311,,8,1,O8S1,4963541,4963541,,451.04856,1.66584868,6.3,451.0493114
19,12,12,15,0.451835104,,13,,O13,127442141,127442141,,451.05165,0.362219805,208.5,451.0518134
23,16,16,15,0.43659594,,10,,O10,21920519,21920519,,451.06699,0.17642587,34.3,451.0670696
20,11,11,19,0.433228704,,10,1,O10S1,5852048,5852048,,451.07033,0.245149959,7.7,451.0704406
